Student_ID,Age,Gender,Study_Hours_Per_Day,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Usage_Hours,Sleep_Hours,Extra_Curricular,Family_Income,Teacher_Rating,Performance_Level
1560,24,Female,8.5,75.5,16,82.3,3.5,7.0,No,Medium,4.3,Excellent
1561,24,Male,9.9,63.9,8,83.2,7.8,9.7,Yes,Medium,2.3,Excellent
1562,17,Male,3.0,63.6,11,93.7,8.4,5.6,No,High,1.2,Medium
1563,18,Female,8.5,98.3,13,41.3,4.2,9.0,No,Medium,3.0,Excellent
1564,20,Male,4.4,63.1,10,98.9,11.9,4.1,Yes,Medium,1.8,High
1565,20,Female,7.6,80.3,3,53.0,9.9,4.0,Yes,Low,1.1,Medium
1566,16,Male,2.4,51.9,18,49.7,11.1,4.8,Yes,Medium,2.1,Medium
1567,23,Female,8.2,57.7,5,65.7,2.7,5.6,Yes,Low,2.7,High
1568,23,Male,1.3,51.1,18,48.5,1.4,4.3,No,Medium,1.9,Medium
1569,19,Male,3.1,76.7,15,46.3,1.3,5.3,Yes,Medium,2.6,High
1570,22,Male,8.3,74.6,15,97.7,10.5,9.2,Yes,High,1.4,Excellent
1571,18,Female,7.6,66.5,3,37.3,7.0,9.5,No,Low,4.4,High
1572,21,Female,5.3,85.0,4,99.3,4.4,4.7,No,Medium,3.5,High
1573,24,Male,6.9,81.3,9,73.6,9.9,5.9,Yes,Medium,1.9,High
1574,16,Female,2.3,80.0,4,97.1,8.1,7.7,Yes,Medium,3.3,Medium
1575,20,Female,6.8,66.8,8,92.8,7.8,8.0,Yes,High,3.1,High
1576,19,Male,0.6,66.4,17,75.4,9.8,4.2,No,Low,3.6,Medium
1577,23,Male,8.4,93.7,5,71.3,6.2,9.5,No,Medium,3.8,Excellent
1578,16,Male,5.4,77.2,13,99.5,2.8,6.6,No,Low,3.6,Excellent
1579,24,Female,9.5,63.6,19,66.1,11.1,6.6,Yes,Medium,1.2,High
1580,21,Male,5.0,77.2,15,42.5,10.5,4.5,Yes,Medium,2.9,Medium
1581,19,Female,4.6,63.3,2,99.5,3.7,7.2,No,Medium,4.2,High
1582,24,Female,4.8,59.3,0,52.6,4.6,7.5,Yes,Medium,3.8,Medium
1583,20,Female,3.9,64.1,5,36.1,10.0,6.7,Yes,High,4.2,Medium
1584,20,Male,2.1,81.4,0,80.2,11.7,9.3,Yes,High,3.6,Medium
1585,20,Male,8.5,75.8,5,61.2,9.5,4.7,Yes,Medium,3.8,High
1586,16,Female,4.2,58.2,20,57.2,1.6,5.1,Yes,Medium,3.8,High
1587,16,Female,5.5,95.4,4,74.2,5.5,6.3,No,Low,2.1,High
1588,23,Male,0.7,74.9,11,33.7,9.5,7.7,Yes,Medium,3.4,Low
1589,23,Male,1.1,89.7,5,78.9,6.1,6.5,No,Medium,1.1,Medium
1590,21,Male,6.2,66.5,7,65.2,8.4,9.1,Yes,High,4.0,High
1591,19,Male,8.9,97.9,18,64.3,1.4,5.3,No,Medium,2.7,Excellent
1592,17,Male,5.2,87.6,4,93.0,3.3,5.4,No,High,4.8,High
1593,17,Male,2.1,72.7,14,88.2,9.3,9.3,Yes,Medium,3.0,High
1594,24,Male,1.6,95.1,13,67.2,3.1,6.8,No,Medium,2.5,High
1595,20,Male,9.0,85.9,15,70.5,11.7,7.9,No,Low,1.3,Excellent
1596,19,Male,7.2,71.5,5,86.5,5.0,6.3,Yes,High,2.9,High
1597,16,Female,9.7,98.7,16,58.8,3.1,6.3,No,Low,1.8,Excellent
1598,22,Male,1.3,64.9,16,77.0,3.1,4.9,No,High,2.2,Medium
1599,18,Male,9.1,62.8,15,67.9,2.9,9.3,Yes,Medium,4.8,Excellent
1600,21,Female,8.5,94.7,0,65.0,4.8,9.0,No,Medium,2.1,High
1601,20,Male,9.0,85.4,17,98.9,7.4,7.2,Yes,Medium,2.2,Excellent
1602,20,Male,0.6,67.3,3,31.2,10.7,4.2,No,Low,2.9,Low
1603,20,Female,7.5,61.6,2,59.0,11.3,5.3,Yes,Medium,3.9,Medium
1604,16,Male,5.7,58.9,2,95.1,7.6,5.1,No,High,2.3,High
1605,16,Female,5.9,65.7,12,95.0,8.0,7.2,No,Medium,1.8,High
1606,18,Female,5.0,56.3,19,82.3,6.7,4.9,No,Low,3.6,High
1607,19,Male,7.6,57.3,3,71.4,4.7,6.6,Yes,Medium,1.2,High
1608,20,Female,10.0,88.8,10,78.4,6.9,5.2,No,Low,3.5,Excellent
1609,17,Female,7.3,53.2,20,47.7,2.8,5.7,Yes,Low,4.1,High
1610,23,Female,6.9,72.0,4,64.2,4.6,5.8,No,Medium,3.6,High
1611,17,Female,6.7,70.2,1,67.5,3.2,5.4,No,Low,2.8,High
1612,24,Male,7.1,98.0,5,34.5,10.2,5.6,No,Medium,3.9,High
1613,17,Female,3.8,73.3,4,90.6,2.8,4.9,Yes,Medium,1.1,Medium
1614,24,Female,3.5,58.0,0,62.0,9.2,8.6,Yes,Low,3.3,Medium
1615,22,Male,8.0,54.4,10,92.9,1.7,9.8,Yes,Medium,3.1,Excellent
1616,23,Female,1.0,86.6,5,57.3,8.3,8.7,No,High,4.9,Medium
1617,17,Male,7.7,57.4,16,58.6,9.4,6.2,No,Medium,3.9,High
1618,22,Female,8.2,96.9,10,47.1,2.1,8.5,Yes,Low,2.5,Excellent
1619,21,Male,5.5,78.0,6,75.1,9.5,4.4,Yes,Medium,2.9,High
1620,19,Female,9.1,70.1,15,68.4,7.4,6.1,Yes,High,1.4,Excellent
1621,22,Male,5.0,84.2,19,93.9,8.5,6.4,Yes,Medium,1.6,High
1622,19,Female,2.2,59.9,4,60.0,9.0,4.1,Yes,Medium,3.9,Medium
1623,17,Male,3.9,69.1,6,75.4,2.8,9.7,Yes,Medium,4.0,High
1624,22,Male,9.1,51.7,2,79.5,9.8,6.8,Yes,Medium,2.2,High
1625,23,Male,9.9,93.9,1,52.4,9.6,9.9,Yes,Low,3.6,High
1626,17,Male,4.5,71.3,0,91.7,8.1,5.7,No,Medium,3.3,Medium
1627,20,Male,2.1,87.9,7,56.7,6.6,9.9,No,Low,1.9,Medium
1628,16,Female,3.2,95.8,6,74.6,10.3,7.7,Yes,Low,3.9,Medium
1629,22,Female,5.8,82.6,9,73.1,10.7,6.5,Yes,High,2.5,High
1630,23,Male,5.9,68.8,13,59.5,4.7,9.0,Yes,Medium,2.6,High
1631,21,Male,6.5,81.0,8,42.8,6.9,7.3,Yes,Medium,3.5,High
1632,20,Female,8.4,68.0,10,71.5,5.9,9.0,Yes,Medium,2.0,High
1633,21,Female,7.3,78.4,0,56.3,5.7,7.0,No,Low,4.0,High
1634,17,Male,3.0,71.6,18,56.5,10.1,6.5,Yes,Medium,1.1,Medium
1635,16,Female,4.3,57.5,20,64.5,8.3,7.6,No,Low,1.8,High
1636,22,Male,8.5,89.0,13,77.4,6.2,8.5,No,Medium,4.1,Excellent
1637,22,Male,6.5,74.8,17,81.1,9.7,4.3,Yes,Medium,4.5,Excellent
1638,17,Male,2.1,59.5,11,59.9,11.4,6.4,No,High,3.5,Medium
1639,17,Female,3.6,94.6,9,38.4,5.5,5.0,No,Low,4.5,Medium
1640,16,Male,8.0,92.7,17,85.4,2.5,9.7,No,High,1.5,Excellent
1641,23,Female,2.1,77.9,2,76.9,11.1,9.8,No,High,3.6,Medium
1642,23,Female,7.1,98.5,3,86.0,11.5,9.5,No,Medium,3.7,High
1643,16,Female,5.9,96.4,20,52.1,5.5,7.1,No,Medium,4.4,Excellent
1644,23,Female,1.9,94.9,8,93.6,8.1,8.5,Yes,High,1.9,Medium
1645,24,Male,7.0,56.7,11,48.4,2.0,9.5,No,Medium,1.4,High
1646,19,Male,1.9,64.7,8,50.3,1.5,9.2,No,Low,1.9,Medium
1647,16,Female,4.3,70.5,8,67.5,2.0,7.2,No,Low,3.4,High
1648,16,Male,3.4,91.6,15,99.8,9.5,4.9,Yes,Low,4.8,High
1649,18,Female,7.1,93.6,4,44.2,6.0,9.5,No,Medium,2.4,High
1650,20,Male,7.9,87.6,4,88.7,8.2,8.9,No,Low,2.6,High
1651,20,Male,2.1,73.6,13,30.2,7.1,6.4,No,Low,3.3,Medium
1652,24,Male,8.2,58.1,19,46.6,3.1,6.8,No,High,3.0,High
1653,17,Male,0.6,51.8,13,54.2,10.0,9.9,Yes,Low,1.6,Low
1654,17,Male,5.5,85.0,14,75.4,3.4,7.6,Yes,High,2.7,High
1655,21,Male,5.4,99.7,15,38.0,3.0,5.0,No,Medium,4.7,High
1656,24,Female,6.4,67.3,6,39.0,7.8,5.0,No,Medium,2.0,Medium
1657,16,Male,2.8,78.4,10,40.2,10.6,4.4,Yes,Medium,4.3,Medium
1658,24,Male,0.6,90.5,3,76.4,10.5,7.5,No,High,2.4,Medium
1659,24,Male,4.8,59.3,4,38.0,5.8,4.2,No,Low,4.2,Medium
1660,24,Female,1.2,91.5,13,57.9,8.5,8.9,No,Medium,3.7,Medium
1661,20,Male,9.0,81.3,8,41.0,10.1,5.9,No,Medium,3.6,High
1662,24,Male,2.1,78.5,8,56.7,3.4,6.1,Yes,High,1.8,Medium
1663,19,Male,4.5,88.1,10,80.0,5.3,8.6,No,Medium,1.3,High
1664,17,Female,4.6,62.0,18,49.4,8.0,4.6,No,Medium,4.0,High
1665,21,Male,5.8,80.7,18,73.2,10.2,7.2,Yes,High,4.8,Excellent
1666,19,Female,7.9,62.0,11,47.4,4.7,6.2,No,Medium,3.6,High
1667,21,Female,5.0,59.0,14,81.6,7.8,4.6,No,Low,4.8,High
1668,18,Male,0.7,81.2,1,84.4,1.6,5.8,Yes,Medium,1.1,Medium
1669,21,Male,7.8,63.5,11,51.7,11.3,7.8,Yes,Medium,3.9,High
1670,17,Female,1.3,85.7,2,31.7,10.9,8.0,Yes,Low,3.1,Low
1671,17,Female,6.6,75.7,14,39.0,11.1,4.8,No,Medium,3.3,High
1672,24,Male,8.1,84.7,13,64.4,11.7,9.6,No,High,1.9,High
1673,22,Male,3.2,94.6,18,56.7,10.3,5.1,No,Medium,3.9,High
1674,18,Female,4.8,56.9,2,54.2,3.3,8.0,Yes,Low,2.8,Medium
1675,16,Female,0.6,53.3,14,70.6,7.4,6.0,No,Medium,4.4,Medium
1676,23,Female,8.1,70.0,10,41.3,3.0,8.2,No,High,2.9,High
1677,21,Female,7.2,85.8,8,62.0,1.2,8.9,No,Medium,3.6,High
1678,22,Male,2.7,94.3,6,44.2,2.6,4.5,Yes,Medium,1.8,Medium
1679,24,Female,4.2,51.7,6,98.7,10.3,8.8,Yes,Medium,4.5,High
1680,20,Male,7.1,89.6,6,33.4,9.2,4.7,No,High,2.5,Medium
1681,16,Female,3.9,53.8,16,31.1,9.4,7.1,No,Medium,4.9,Medium
1682,22,Female,2.0,79.0,3,69.5,5.5,6.0,Yes,Medium,2.7,Medium
1683,20,Male,5.4,67.2,3,34.4,1.3,5.8,Yes,Medium,2.2,Medium
1684,18,Male,7.4,50.9,6,86.8,4.5,4.9,No,Medium,3.8,High
1685,24,Male,3.5,54.9,1,87.4,6.0,8.1,Yes,Low,1.5,Medium
1686,16,Male,1.7,67.7,4,60.3,4.9,5.8,No,Low,1.7,Medium
1687,16,Female,8.4,97.7,9,88.7,6.5,7.0,No,Low,1.1,Excellent
1688,16,Male,2.9,57.7,17,81.8,7.7,4.1,No,Medium,1.6,Medium
1689,18,Male,5.4,63.6,13,39.5,2.3,7.6,No,Medium,3.7,High
1690,21,Male,7.1,99.7,2,90.2,11.0,8.1,Yes,Medium,3.2,High
1691,18,Female,3.5,74.0,2,91.2,7.2,4.4,No,Low,4.7,High
1692,23,Female,6.7,63.1,18,52.6,10.4,7.2,Yes,Low,4.1,High
1693,17,Male,4.9,80.8,20,84.2,6.2,8.3,Yes,Medium,4.4,Excellent
1694,24,Female,5.9,71.8,12,92.8,9.0,4.8,No,Medium,3.0,High
1695,18,Female,6.1,92.9,6,82.2,10.8,4.3,Yes,Low,1.6,High
1696,20,Male,8.3,50.4,5,36.6,7.6,5.2,Yes,Low,3.6,Medium
1697,23,Female,6.7,99.8,19,36.6,5.5,6.1,No,High,4.6,Excellent
1698,17,Male,3.0,53.3,12,98.8,7.3,6.6,No,Medium,3.7,High
1699,21,Male,1.1,76.9,4,67.9,2.8,4.4,No,High,4.8,Medium
1700,20,Male,0.5,84.9,5,75.1,8.7,9.9,Yes,High,4.0,Medium
1701,24,Female,9.1,77.5,11,93.9,1.4,8.1,No,Medium,1.7,Excellent
1702,20,Male,9.5,65.0,7,30.5,6.0,4.8,No,High,4.7,High
1703,17,Female,1.4,92.8,17,59.9,7.0,8.8,No,High,4.2,High
1704,20,Female,5.1,71.5,14,69.6,5.4,5.9,Yes,Low,2.5,High
1705,19,Female,1.9,65.0,7,30.1,6.3,6.3,Yes,High,1.7,Low
1706,22,Female,9.5,88.4,12,73.7,2.9,4.4,Yes,High,3.4,Excellent
1707,21,Male,2.8,57.3,6,89.6,1.9,6.5,No,Medium,1.8,Medium
1708,17,Male,5.3,60.3,15,33.8,5.9,4.5,No,High,4.6,High
1709,20,Female,2.1,62.6,19,86.3,11.3,8.1,Yes,Medium,3.4,High
1710,22,Male,3.7,71.7,4,98.4,3.0,6.1,Yes,High,1.1,High
1711,22,Female,3.0,51.0,19,94.4,4.1,5.8,No,Low,2.8,High
1712,20,Female,5.0,99.6,14,67.6,10.7,7.9,Yes,Low,4.2,High
1713,24,Male,4.5,80.0,14,90.2,3.9,8.1,No,High,3.2,High
1714,19,Female,3.6,98.5,0,83.9,5.2,7.8,No,Medium,3.2,High
1715,18,Male,1.5,90.4,3,87.2,2.1,8.7,No,High,3.9,High
1716,19,Female,5.1,56.7,19,57.9,1.5,7.8,Yes,Low,3.2,High
1717,20,Female,8.6,60.5,20,63.3,8.3,9.7,Yes,Medium,3.6,Excellent
1718,21,Female,7.4,51.7,20,46.7,2.6,7.4,Yes,Medium,1.2,High
1719,18,Female,7.3,91.7,3,33.6,7.1,9.3,No,Medium,3.5,High
1720,17,Male,4.0,79.7,14,71.8,5.7,9.8,Yes,High,1.9,High
1721,19,Female,7.2,60.8,2,51.7,2.0,5.0,No,Medium,4.2,High
1722,20,Female,4.9,98.5,5,65.2,5.7,8.1,No,Medium,2.8,High
1723,19,Male,1.9,86.8,13,97.4,3.7,7.9,No,Low,1.9,High
1724,18,Female,4.5,85.3,1,34.4,10.4,9.2,No,High,1.3,Low
1725,23,Female,1.8,63.3,20,91.1,3.9,6.0,Yes,Medium,2.1,High
1726,19,Female,1.6,65.7,15,36.1,8.7,6.4,Yes,Medium,4.5,Medium
1727,17,Female,0.7,83.4,2,75.8,8.5,4.3,Yes,High,3.6,Medium
1728,17,Female,3.2,79.7,19,54.0,3.1,8.6,No,Medium,2.8,High
1729,16,Female,3.6,82.4,5,37.0,7.1,5.6,No,Medium,2.3,Medium
1730,19,Male,7.1,93.9,2,83.0,10.3,9.6,No,Medium,2.3,High
1731,24,Female,5.6,58.0,14,78.9,2.1,8.0,Yes,Medium,2.6,High
1732,22,Male,8.7,55.8,4,74.8,7.7,6.0,Yes,High,1.1,High
1733,22,Female,2.2,78.2,0,97.5,2.9,8.9,No,Medium,3.6,Medium
1734,22,Male,3.0,75.0,16,31.7,3.6,8.9,Yes,Medium,2.4,Medium
1735,23,Male,9.4,70.1,19,60.4,8.1,5.0,Yes,Low,3.2,Excellent
1736,16,Male,4.7,95.2,11,69.4,8.0,7.3,Yes,High,3.0,High
1737,23,Male,8.0,77.9,19,55.0,8.3,4.1,No,High,2.5,High
1738,19,Female,5.2,78.4,9,76.9,7.0,6.1,Yes,Low,3.6,High
1739,19,Female,5.0,68.3,1,92.9,9.6,8.2,No,Medium,4.6,High
1740,19,Female,1.9,67.2,7,78.8,8.1,6.0,No,Medium,4.8,Medium
1741,21,Male,8.6,99.4,18,69.9,3.3,4.8,Yes,Low,2.0,Excellent
1742,22,Male,1.2,81.2,15,81.6,2.1,7.5,Yes,Low,4.4,High
1743,21,Male,3.4,91.3,18,37.7,1.1,9.8,Yes,Medium,1.1,High
1744,16,Male,6.9,72.4,8,74.1,1.1,6.5,Yes,High,2.1,High
1745,23,Male,5.3,59.6,7,58.5,2.2,9.5,Yes,Medium,2.0,Medium
1746,22,Male,8.9,66.2,16,52.3,5.8,9.4,No,High,1.8,High
1747,21,Male,0.9,67.3,14,65.5,1.1,8.0,No,Medium,1.8,Medium
1748,21,Female,6.7,78.2,1,86.3,5.2,4.4,Yes,High,2.1,High
1749,20,Male,5.0,57.7,3,58.9,9.6,7.9,Yes,High,3.8,Medium
1750,21,Female,2.0,69.4,5,79.2,2.4,7.5,Yes,Low,2.6,Medium
1751,24,Female,7.6,55.0,14,71.2,9.7,7.5,No,Low,4.6,High
1752,24,Male,4.4,74.8,12,94.1,3.1,6.0,No,Low,4.3,High
1753,23,Male,5.6,97.4,2,61.1,3.5,8.5,Yes,Low,2.0,High
1754,24,Male,9.7,66.9,19,87.4,3.7,9.3,No,Medium,4.4,Excellent
1755,23,Male,5.1,52.5,15,88.9,4.6,8.0,Yes,Medium,4.5,High
1756,23,Female,8.3,80.4,13,62.5,6.5,4.9,Yes,High,3.1,Excellent
1757,16,Male,7.8,81.7,3,64.2,8.5,8.7,No,Medium,1.8,High
1758,20,Female,6.8,74.0,9,53.3,9.5,4.9,Yes,Low,3.1,High
1759,19,Male,9.0,69.8,3,64.7,1.2,8.8,No,Low,1.1,High
1760,17,Female,2.9,94.6,11,47.4,2.6,7.6,No,Low,1.0,Medium
1761,23,Female,8.3,96.9,4,90.1,9.2,6.1,No,Low,3.0,Excellent
1762,18,Female,4.1,83.7,3,47.5,9.5,7.4,Yes,Medium,4.7,Medium
1763,19,Female,8.2,75.1,8,48.0,11.4,8.9,Yes,Low,1.5,High
1764,22,Female,5.2,53.4,19,92.7,4.2,7.1,No,High,2.5,High
1765,24,Male,8.6,65.1,0,67.3,3.5,6.9,No,High,3.0,High
1766,17,Male,9.0,64.3,15,37.4,7.3,5.3,No,Medium,3.1,High
1767,18,Male,6.2,52.9,7,54.2,1.9,6.2,No,High,4.3,High
1768,19,Female,5.3,92.2,12,79.4,9.0,7.1,No,High,1.6,High
1769,16,Male,7.9,93.4,17,58.4,6.3,4.7,Yes,Medium,1.1,Excellent
1770,22,Female,3.0,95.6,0,59.6,8.8,8.3,No,Low,3.9,Medium
1771,17,Female,0.6,87.1,6,64.9,2.7,9.4,Yes,Medium,4.4,Medium
1772,20,Male,4.4,85.5,13,45.6,6.1,8.7,Yes,Medium,2.6,High
1773,16,Female,5.3,73.9,7,59.7,4.8,6.9,No,Low,4.8,High
1774,18,Male,3.3,92.9,15,45.1,6.2,4.0,No,High,3.1,High
1775,17,Female,4.1,75.5,13,54.6,7.1,6.7,No,Medium,3.7,High
1776,16,Male,1.8,51.5,9,67.3,8.5,4.7,Yes,High,3.0,Medium
1777,22,Female,3.1,79.2,8,78.6,10.5,8.5,No,Medium,1.8,Medium
1778,20,Male,2.8,69.5,19,74.4,3.6,4.8,Yes,Low,2.3,High
1779,16,Male,3.4,76.1,6,70.3,5.7,4.7,Yes,Low,4.8,High
1780,21,Female,3.3,72.0,4,71.7,2.2,7.1,No,Medium,3.1,Medium
1781,20,Female,5.8,74.8,13,65.8,4.7,5.4,No,Low,4.8,High
1782,18,Female,2.9,55.4,17,73.0,5.2,5.4,Yes,Low,2.4,High
1783,22,Male,9.4,50.7,18,56.3,5.9,9.8,No,Medium,5.0,Excellent
1784,24,Male,5.4,67.0,7,93.0,11.2,5.8,No,Medium,3.6,High
1785,24,Female,1.7,62.7,9,71.3,11.0,9.5,Yes,Medium,4.2,Medium
1786,24,Male,3.2,62.5,10,95.6,1.8,5.4,Yes,Medium,1.5,High
1787,17,Male,7.4,96.9,4,58.3,5.6,9.4,No,Low,4.5,High
1788,18,Female,0.6,90.9,14,57.6,4.5,5.2,Yes,Medium,1.1,Medium
1789,22,Male,9.4,50.7,2,97.6,5.0,5.0,Yes,Medium,1.3,High
1790,20,Male,4.7,50.4,6,81.0,9.3,5.7,No,Medium,2.4,Medium
1791,17,Male,5.5,88.8,6,66.3,3.2,6.5,Yes,Medium,2.2,High
1792,18,Female,9.9,99.2,20,80.3,9.3,5.3,No,Low,1.7,Excellent
1793,21,Male,5.3,73.3,19,57.8,11.1,7.7,No,Low,4.1,High
1794,22,Female,9.5,71.7,5,83.1,8.6,6.8,No,Medium,2.7,High
1795,24,Male,9.2,63.8,5,44.7,5.5,7.2,Yes,Medium,4.6,High
1796,16,Male,9.4,83.3,9,96.6,1.7,8.0,Yes,Low,1.1,Excellent
1797,22,Male,8.2,73.6,19,62.3,2.1,6.8,Yes,High,2.4,Excellent
1798,23,Male,3.3,58.4,11,36.5,8.9,4.6,Yes,Low,1.7,Medium
1799,18,Male,3.8,74.1,3,89.2,2.2,6.1,No,Low,2.8,High
1800,19,Female,4.0,68.8,4,92.6,5.6,7.1,Yes,Low,5.0,High
1801,21,Male,9.8,94.5,15,81.1,10.6,5.1,No,Medium,4.5,Excellent
1802,22,Male,3.9,88.6,12,74.1,6.9,7.0,Yes,Low,3.6,High
1803,19,Male,1.5,85.1,0,95.0,4.7,4.7,No,Low,1.8,Medium
1804,23,Male,7.9,66.4,0,73.5,3.5,6.1,Yes,Low,3.6,High
1805,20,Female,4.0,57.0,15,85.4,6.9,9.0,Yes,High,1.9,High
1806,16,Male,6.4,93.2,20,63.0,4.7,4.3,No,Low,1.3,Excellent
1807,19,Male,9.3,67.1,4,80.9,11.5,4.2,No,Low,3.8,High
1808,18,Male,6.0,79.6,16,99.9,1.1,6.4,No,Low,4.1,Excellent
1809,24,Male,6.6,79.5,6,56.8,11.4,9.5,Yes,Medium,2.1,Medium
1810,23,Female,6.6,96.4,3,80.4,3.3,7.7,No,Medium,1.7,High
1811,16,Female,6.3,58.6,1,40.4,7.3,8.1,No,Low,4.2,Medium
1812,21,Male,2.0,88.6,1,74.5,3.9,7.3,No,Medium,1.5,Medium
1813,24,Male,4.8,73.1,3,52.6,10.0,8.7,Yes,Low,4.9,Medium
1814,22,Male,0.6,58.7,1,90.7,8.7,6.4,No,Medium,1.1,Low
1815,19,Male,6.4,91.8,0,55.2,3.6,8.5,No,Low,3.3,High
1816,16,Male,6.0,91.0,16,61.2,7.2,9.6,Yes,Medium,3.3,High
1817,17,Female,3.5,52.0,7,98.6,11.0,6.1,No,Medium,3.0,Medium
1818,20,Female,5.5,85.5,17,45.1,3.5,6.5,Yes,Low,4.0,High
1819,20,Male,5.2,57.7,8,69.5,10.0,5.1,Yes,Low,3.5,Medium
1820,23,Male,2.9,80.5,1,90.5,9.7,4.7,Yes,Medium,4.9,Medium
1821,21,Male,3.3,82.2,3,52.0,5.2,8.5,No,Low,1.3,Medium
1822,23,Female,7.7,83.3,6,31.1,1.4,7.5,Yes,Medium,2.6,High
1823,17,Male,7.7,56.0,10,92.7,2.8,8.3,Yes,Medium,3.0,Excellent
1824,18,Male,5.0,79.9,7,73.4,6.2,5.0,Yes,Low,3.8,High
1825,21,Female,7.3,55.0,2,46.1,6.2,8.5,Yes,Low,1.2,Medium
1826,18,Female,4.8,87.3,16,49.3,2.2,5.9,No,High,4.2,High
1827,21,Male,8.6,53.2,3,86.0,4.2,7.7,Yes,Medium,1.5,High
1828,21,Male,3.7,87.9,15,74.9,5.2,9.1,Yes,Low,1.0,High
1829,17,Male,9.3,94.2,2,81.3,10.0,7.7,Yes,High,2.9,High
1830,22,Male,5.7,64.9,19,70.4,10.9,5.0,No,Medium,1.8,High
1831,17,Female,5.6,88.9,15,85.3,7.6,7.0,Yes,Medium,4.8,Excellent
1832,21,Female,6.9,70.9,0,87.5,4.0,5.5,No,High,3.7,High
1833,16,Male,3.7,89.9,12,57.1,8.5,7.3,Yes,Medium,4.3,High
1834,18,Female,7.4,84.3,16,93.1,11.4,4.5,Yes,Low,4.7,Excellent
1835,17,Male,3.5,64.5,11,65.4,2.2,9.9,Yes,High,1.4,Medium
1836,22,Female,4.3,59.7,15,41.2,4.1,7.7,No,Low,3.3,Medium
1837,19,Male,6.9,95.7,1,45.3,7.0,6.3,No,Medium,2.9,High
1838,23,Male,4.1,91.9,9,81.4,4.8,6.1,No,Low,3.8,High
1839,21,Female,2.4,83.0,2,56.4,10.5,7.5,No,Medium,3.7,Medium
1840,19,Female,8.8,67.5,11,48.4,3.9,8.0,Yes,Low,4.5,High
1841,20,Female,9.3,75.5,20,72.3,10.7,5.4,Yes,High,2.7,Excellent
1842,24,Female,6.5,77.9,5,84.8,10.2,7.3,No,Low,1.5,High
1843,22,Female,8.2,54.3,4,37.6,2.8,9.1,Yes,Low,4.1,High
1844,24,Male,9.9,98.6,0,61.4,2.0,8.9,Yes,Medium,1.3,High
1845,22,Male,6.3,54.6,15,84.0,8.4,5.1,Yes,Medium,2.4,High
1846,16,Female,9.1,86.1,7,93.3,5.4,6.3,No,Medium,4.5,Excellent
1847,23,Male,3.9,74.6,12,30.9,3.6,8.7,No,Medium,5.0,Medium
1848,19,Male,7.2,88.0,13,75.9,11.1,5.9,Yes,Low,3.0,High
1849,18,Male,1.0,63.0,10,71.8,2.0,8.6,No,Low,4.1,Medium
1850,22,Male,8.0,69.8,11,66.2,10.1,8.3,No,High,1.2,High
1851,18,Female,8.4,76.3,12,41.2,7.2,5.1,No,Medium,4.5,High
1852,23,Male,4.3,56.0,7,81.9,2.3,8.2,No,Medium,2.0,High
1853,21,Male,6.6,92.6,9,57.5,5.1,9.0,No,High,1.4,High
1854,20,Male,8.7,99.6,2,46.4,6.9,9.4,No,Medium,2.0,High
1855,19,Male,8.9,70.9,5,89.5,2.9,5.5,Yes,Low,3.6,Excellent
1856,23,Female,1.5,68.8,20,51.5,2.4,10.0,Yes,High,4.2,High
1857,23,Male,8.4,79.7,18,43.9,4.0,6.9,Yes,High,2.2,Excellent
1858,16,Male,3.1,84.4,17,51.8,7.2,5.5,No,High,1.8,Medium
1859,24,Male,7.4,93.4,17,42.7,9.5,8.3,No,Medium,4.5,High
1860,20,Female,3.6,68.6,19,84.4,11.6,8.3,Yes,Low,3.5,High
1861,19,Female,1.0,88.2,17,42.7,2.6,7.7,Yes,Low,3.7,Medium
1862,21,Male,2.5,62.0,15,80.2,1.1,4.9,Yes,High,1.1,High
1863,21,Male,4.4,84.0,20,41.4,11.8,4.2,No,Medium,4.0,High
1864,17,Female,7.5,73.3,12,45.8,2.5,8.4,Yes,Medium,2.0,High
1865,23,Male,1.5,83.1,10,54.0,9.3,6.1,Yes,Medium,3.8,Medium
1866,22,Female,8.2,69.0,17,96.5,9.5,4.6,No,High,4.4,Excellent
1867,16,Male,10.0,64.7,15,94.0,1.9,9.6,Yes,Medium,1.2,Excellent
1868,20,Male,8.0,74.3,13,36.0,9.9,9.6,No,Medium,1.6,High
1869,21,Female,5.0,94.8,6,53.5,3.7,7.9,No,High,2.0,High
1870,19,Male,5.9,83.7,5,54.2,9.7,5.5,Yes,Medium,1.9,Medium
1871,17,Male,0.6,80.6,16,44.8,4.5,9.9,No,Medium,4.7,Medium
1872,19,Male,2.5,86.0,14,60.5,9.3,5.4,Yes,Low,3.5,Medium
1873,16,Female,9.0,86.5,9,82.4,10.2,4.1,Yes,Medium,4.9,Excellent
1874,22,Female,0.7,64.7,16,37.0,1.0,9.4,Yes,High,1.1,Medium
1875,17,Male,9.1,61.6,1,77.0,6.8,5.2,No,Medium,1.8,High
1876,17,Male,1.6,75.5,16,48.3,4.8,7.8,No,Low,4.4,Medium
1877,24,Male,1.8,57.4,12,75.0,10.3,5.4,No,Low,3.2,Medium
1878,20,Male,2.2,73.7,17,77.7,6.3,6.7,No,Medium,3.0,High
1879,17,Female,8.1,84.7,18,81.0,5.2,6.4,No,Medium,4.4,Excellent
